url,authors,downloads,unique_downloads,views,unique_views,version_downloads,version_unique_downloads,version_unique_views,version_views
https://zenodo.org/records/17541532,"""Kabjesz, Lea and Gihlein, Lea and Lampert, Mara Harriet and Haase, Robert""",277,203,311,288,277,203,288,311
https://zenodo.org/records/17478160,"""Haase, Robert""",7,3,80,72,7,3,72,80
https://zenodo.org/records/17422917,"""Haase, Robert""",272,215,335,328,272,215,328,335
https://zenodo.org/records/17240205,"""Umlauft, Josefine""",324,314,90,81,324,314,81,90
https://zenodo.org/records/17203260,"""Haase, Robert""",452,392,320,303,295,258,270,284
https://zenodo.org/records/17186869,"""Haase, Robert""",429,369,555,546,328,285,448,454
https://zenodo.org/records/17158770,"""Schott, Philipp and Wolf, Gregor and Welz, Oliver""",21,21,194,184,21,21,184,194
https://zenodo.org/records/17158643,"""Welz, Oliver""",150,110,179,169,150,110,169,179
https://zenodo.org/records/17130780,"""Berger, Mike and Täschner, Matthias and Voigt, Pia""",178,161,158,151,178,161,151,158
https://zenodo.org/records/17116758,"""Haase, Robert""",428,373,859,829,428,373,829,859
https://zenodo.org/records/17093197,"""Kabjesz, Lea and Gihlein, Lea and Lampert, Mara Harriet and Götze, Luisa""",589,513,517,499,589,513,499,517
https://zenodo.org/records/17102027,"""Haase, Robert""",273,189,217,204,273,189,204,217
https://zenodo.org/records/17085991,"""Haase, Robert""",825,671,845,796,526,410,603,651
https://zenodo.org/records/17053832,"""Haase, Robert""",264,186,332,325,264,186,325,332
https://zenodo.org/records/17017890,"""Haase, Robert""",150,132,189,185,150,132,185,189
https://zenodo.org/records/16894343,"""Haase, Robert""",97,70,99,87,97,70,87,99
https://zenodo.org/records/15858127,"""Haase, Robert""",12892,12228,2214,2078,3100,2885,873,973
https://zenodo.org/records/15805268,"""Philipp, Schott and Gregor, Wolf and Oliver, Welz""",128,126,251,232,127,125,229,245
https://zenodo.org/records/15805148,"""Center for Scalable Data Analytics and Artificial Intelligence and Oliver, Welz""",247,219,163,149,247,219,149,163
https://zenodo.org/records/15735577,"""Haase, Robert""",734,549,835,751,734,549,751,835
https://zenodo.org/records/15706181,"""Haase, Robert""",664,582,332,314,437,369,237,251
https://zenodo.org/records/15699459,"""Haase, Robert""",900,810,587,559,753,680,415,437
https://zenodo.org/records/15654889,"""Taeschner, Matthias and Haase, Robert""",349,298,298,285,349,298,285,298
https://zenodo.org/records/15646539,"""Haase, Robert""",501,416,274,259,453,370,228,241
https://zenodo.org/records/15516022,"""Haase, Robert""",1878,1766,411,391,1415,1324,343,361
https://zenodo.org/records/17669681,"""Haase, Robert""",152,134,206,191,152,134,191,206
https://zenodo.org/records/17163932,"""Achkar, Pierre and Gollub, Tim and Potthast, Martin""",314,294,561,507,314,294,507,561
https://zenodo.org/records/16890132,"""Schröder, Christopher and Müller, Lydia and Niekler, Andreas and Potthast, Martin""",680,669,3806,3660,56,52,771,812
https://zenodo.org/records/15347992,"""Heineking, Sebastian and Zelch, Ines and Potthast, Martin and Hagen, Matthias""",2212,2179,1743,1631,776,774,659,703
https://zenodo.org/records/15270283,"""Heineking, Sebastian and Zelch, Ines and Bevendorff, Janek and Stein, Benno and Hagen, Matthias and Potthast, Martin""",4192,4051,2400,2019,2404,2373,760,1016
https://zenodo.org/records/13860524,"""Gienapp, Lukas and Potthast, Martin and Wachsmuth, Henning and Hagen, Matthias and Fröbe, Maik and Bondarenko, Alexander and Ajjour, Yamen and Stein, Benno""",5521,4409,1000,968,748,744,301,310
https://zenodo.org/records/11203881,"""Deckers, Niklas and Peters, Julia and Potthast, Martin""",109,98,587,543,79,68,364,392
https://zenodo.org/records/10628882,"""Akiki, Christopher and Barschel, Hanno and Elstner, Theresa and Fleisch, Till and Franke, Johannes and Fröbe, Maik and Gienapp, Lukas and Gründel, Marlene and Hagen, Matthias and Kucera, Paul and Marschner, Paul and Niederhausen, Tim and Potthast, Martin and Reimer, Jan Heinrich and Scells, Harrisen and Stein, Benno and Weber, Malte and Wild, Dominic""",31752,22732,132,125,31752,22732,125,132
https://zenodo.org/records/10628640,"""Scells, Harrisen and Elstner, Theresa and Fröbe, Maik and Akiki, Christopher and Gienapp, Lukas and Reimer, Jan Heinrich and Hagen, Matthias and Potthast, Martin""",13402,6079,182,179,13402,6079,179,182
https://zenodo.org/records/10036479,"""Wolska, Magdalena and Wiegmann, Matti and Schröder, Christopher and Borchardt, Ole and Stein, Benno and Potthast, Martin""",112,105,526,512,112,105,512,526
https://zenodo.org/records/8383863,"""Matti Wiegmann and Magdalena Wolska and Christopher Schröder and Ole Borchardt and Benno Stein and Martin Potthast""",362,232,1328,1107,54,52,309,343
https://zenodo.org/records/7976807,"""Wiegmann and Wolska and Schröder and Borchardt and Stein and Potthast""",173,147,655,592,171,145,586,649
https://zenodo.org/records/7525482,"""Niklas Deckers and Maik Fröbe and Johannes Kiesel and Gianluca Pandolfo and Christopher Schröder and Benno Stein and Martin Potthast""",278,243,226,215,219,193,146,152
https://zenodo.org/records/6873575,"""Kiesel, Johannes and Potthast, Martin and Stein, Benno""",7959,6451,1489,1419,6453,5039,831,884
https://zenodo.org/records/6873564,"""Potthast, Martin and Gienapp, Lukas and Wachsmuth, Henning and Hagen, Matthias and Fröbe, Maik and Bondarenko, Alexander and Ajjour, Yamen and Stein, Benno""",5666,4124,1310,1240,642,599,697,745
https://zenodo.org/records/6425595,"""Matti Wiegmann and Michael Vöslke and Martin Potthast and Benno Stein""",78,70,568,552,74,67,548,563
https://zenodo.org/records/5575320,"""Gienapp, Lukas and Kircheis, Wolfgang and Sievers, Bjarne and Stein, Benno and Potthast, Martin""",0,0,385,348,0,0,348,385
https://zenodo.org/records/5575285,"""Gienapp, Lukas and Kircheis, Wolfgang and Sievers, Bjarne and Stein, Benno and Potthast, Martin""",522,395,1132,1048,522,395,1048,1132
https://zenodo.org/records/5495793,"""Erik Körner and Ahmad Dawar Hakimi and Gerhard Heyer and Martin Potthast""",61,56,480,459,61,56,458,479
https://zenodo.org/records/5380989,"""Gregor Wiedemann and Erik Körner and Ahmad Dawar Hakimi and Gerhard Heyer and Martin Potthast""",194,186,506,474,194,186,474,506
https://zenodo.org/records/5282635,"""Ahmad Dawar Hakimi and Erik Körner and Gregor Wiedemann and Gerhard Heyer and Martin Potthast""",100,98,498,469,99,97,467,496
